Case ID,Age,Breed,Weight,Medical History,Genetic Predispositions,Current Medications,Diet,Lifestyle,Environment,Vaccination Status,Neutering Status,Living Conditions,Disease,Stage,Conventional Treatment,Natural Remedies,Outcome
42572,9,Labrador,15,Skin allergies,Dermatitis,Heartworm Preventative,Hypoallergenic,Indoor,Wet,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Chamomile, Probiotics, Omega-3, Lavender oil",Improved
42573,11,German Shepherd,12,Eye infections,Dermatitis,Heartworm Preventative,Low-sodium,Indoor,Dry,Up-to-date,Neutered,Multi-pet,Staph Infection,Severe,Amoxicillin,"Coconut oil, Aloe vera gel, Probiotics, Sulphur",Recovered
42574,11,Beagle,21,Allergy to Penicillin,Dermatitis,Beta-blockers,High-protein,Outdoor,Cold,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Turmeric, Coconut oil, Aloe vera gel",Recovered
42575,15,Golden Retriever,19,Eye infections,Dermatitis,Insulin,High-protein,Active,Dry,Not Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,Itraconazole,"Coconut oil, Calendula, Tea tree oil",Improved
42576,14,German Shepherd,37,Skin allergies,Fungal susceptibility,Heartworm Preventative,Hypoallergenic,Active,Humid,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,Itraconazole,"Tea tree oil, Turmeric, Calendula, Coconut oil",Recovered
42577,8,Dachshund,27,Allergy to Penicillin,Dermatitis,None,Balanced,Indoor,Dry,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,Fluconazole,"Coconut oil, Turmeric, Probiotics",Stable
42578,2,German Shepherd,18,Skin allergies,Dermatitis,Insulin,Balanced,Active,Temperate,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,Ketoconazole,"Tea tree oil, Turmeric, Calendula, Coconut oil",Stable
42579,1,Dachshund,24,None,Fungal susceptibility,Heartworm Preventative,Grain-free,Outdoor,Wet,Up-to-date,Neutered,Multi-pet,Fungal Infections,Severe,Fluconazole,"Calendula, Probiotics, Coconut oil, Turmeric",Stable
42580,2,Cocker Spaniel,30,Skin allergies,Fungal susceptibility,None,Low-sodium,Active,Dry,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Omega-3, Chamomile, Lavender oil, Probiotics",Improved
42581,7,Cocker Spaniel,16,Allergy to Penicillin,None,Beta-blockers,High-protein,Outdoor,Temperate,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Probiotics, Calendula, Sulphur",Recovered
42582,13,Bulldog,9,None,None,Insulin,Low-sodium,Indoor,Cold,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Severe,Fluconazole,"Turmeric, Coconut oil, Calendula, Probiotics",Improved
42583,15,Bulldog,32,Eye infections,Fungal susceptibility,Insulin,Hypoallergenic,Indoor,Wet,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Aloe vera gel, Turmeric, Coconut oil, Probiotics",Improved
42584,7,Poodle,40,Eye infections,Fungal susceptibility,Heartworm Preventative,Grain-free,Indoor,Wet,Up-to-date,Not Neutered,Single-pet,Staph Infection,Severe,Cephalexin,"Coconut oil, Probiotics, Calendula, Sulphur",Stable
42585,14,Bulldog,9,None,Fungal susceptibility,Insulin,High-protein,Outdoor,Humid,Up-to-date,Neutered,Single-pet,Fungal Infections,Severe,Fluconazole,"Coconut oil, Turmeric, Probiotics, Tea tree oil",Stable
42586,9,Dachshund,34,None,Dermatitis,Heartworm Preventative,Balanced,Outdoor,Dry,Up-to-date,Neutered,Single-pet,Fungal Infections,Severe,Fluconazole,"Tea tree oil, Calendula, Probiotics, Coconut oil",Improved
42587,1,Chihuahua,16,Eye infections,Dermatitis,Beta-blockers,High-protein,Active,Temperate,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Lavender oil, Probiotics, Aloe vera gel",Improved
42588,4,Cocker Spaniel,38,Allergy to Penicillin,Fungal susceptibility,Heartworm Preventative,Hypoallergenic,Indoor,Cold,Up-to-date,Neutered,Single-pet,Fungal Infections,Severe,Itraconazole,"Calendula, Probiotics, Turmeric, Coconut oil",Recovered
42589,13,Labrador,38,Skin allergies,Fungal susceptibility,Beta-blockers,High-protein,Active,Dry,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Chamomile, Aloe vera gel, Probiotics, Omega-3",Recovered
42590,12,Dachshund,9,Eye infections,None,Heartworm Preventative,High-protein,Outdoor,Dry,Not Up-to-date,Neutered,Single-pet,Staph Infection,Severe,Cephalexin,"Sulphur, Probiotics, Calendula, Coconut oil",Improved
42591,3,Beagle,5,Allergy to Penicillin,None,Antihistamines,Grain-free,Active,Wet,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Lavender oil, Aloe vera gel, Chamomile",Stable
42592,1,German Shepherd,39,Skin allergies,Dermatitis,Antihistamines,Balanced,Active,Wet,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Severe,Ketoconazole,"Coconut oil, Calendula, Probiotics, Tea tree oil",Stable
42593,2,Cocker Spaniel,36,None,Fungal susceptibility,Heartworm Preventative,Grain-free,Indoor,Wet,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Initial,Cephalexin,"Calendula, Coconut oil, Probiotics",Improved
42594,3,German Shepherd,6,Allergy to Penicillin,Dermatitis,Heartworm Preventative,Low-sodium,Indoor,Dry,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Initial,Itraconazole,"Tea tree oil, Coconut oil, Calendula",Improved
42595,6,Beagle,12,Eye infections,None,None,Balanced,Outdoor,Humid,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Coconut oil, Turmeric, Aloe vera gel",Recovered
42596,8,Poodle,24,Allergy to Penicillin,None,Heartworm Preventative,High-protein,Active,Temperate,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Probiotics, Turmeric, Calendula, Coconut oil",Stable
42597,7,Beagle,6,None,Fungal susceptibility,Heartworm Preventative,High-protein,Indoor,Humid,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Turmeric, Coconut oil, Calendula, Probiotics",Stable
42598,2,Chihuahua,17,Allergy to Penicillin,Dermatitis,None,High-protein,Indoor,Dry,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Severe,Fluconazole,"Calendula, Turmeric, Coconut oil, Tea tree oil",Recovered
42599,11,Dachshund,22,Eye infections,Fungal susceptibility,None,High-protein,Indoor,Cold,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Initial,Ketoconazole,"Tea tree oil, Coconut oil, Calendula",Recovered
42600,7,Labrador,14,Allergy to Penicillin,None,Antihistamines,High-protein,Indoor,Dry,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Lavender oil, Chamomile, Probiotics, Aloe vera gel",Recovered
42601,12,Bulldog,27,None,None,Antihistamines,Hypoallergenic,Indoor,Humid,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Severe,Ketoconazole,"Probiotics, Calendula, Tea tree oil, Coconut oil",Improved
42602,3,Bulldog,40,None,None,Insulin,Hypoallergenic,Outdoor,Wet,Up-to-date,Neutered,Multi-pet,Fungal Infections,Severe,Itraconazole,"Tea tree oil, Calendula, Turmeric, Probiotics",Improved
42603,14,Chihuahua,27,Allergy to Penicillin,Dermatitis,Beta-blockers,Grain-free,Active,Humid,Not Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,Itraconazole,"Coconut oil, Probiotics, Calendula, Turmeric",Improved
42604,8,Poodle,21,Allergy to Penicillin,Dermatitis,Heartworm Preventative,Balanced,Active,Cold,Up-to-date,Neutered,Single-pet,Staph Infection,Severe,Cephalexin,"Sulphur, Coconut oil, Probiotics, Calendula",Stable
42605,1,Golden Retriever,33,Eye infections,Dermatitis,Beta-blockers,Low-sodium,Outdoor,Dry,Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,Fluconazole,"Tea tree oil, Calendula, Probiotics",Improved
42606,6,Bulldog,5,Eye infections,None,None,Hypoallergenic,Active,Cold,Up-to-date,Neutered,Multi-pet,Fungal Infections,Initial,Ketoconazole,"Calendula, Coconut oil, Tea tree oil",Stable
42607,11,Bulldog,22,Allergy to Penicillin,None,Heartworm Preventative,Balanced,Indoor,Humid,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Severe,Amoxicillin,"Aloe vera gel, Calendula, Coconut oil, Sulphur",Stable
42608,15,Cocker Spaniel,26,Allergy to Penicillin,Fungal susceptibility,Heartworm Preventative,Hypoallergenic,Outdoor,Wet,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Severe,Cephalexin,"Probiotics, Sulphur, Aloe vera gel, Calendula",Stable
42609,5,German Shepherd,10,Eye infections,None,Antihistamines,Low-sodium,Outdoor,Wet,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Coconut oil, Aloe vera gel, Probiotics, Calendula",Stable
42610,8,Chihuahua,30,Allergy to Penicillin,Dermatitis,Insulin,High-protein,Outdoor,Temperate,Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,Cephalexin,"Aloe vera gel, Turmeric, Coconut oil, Calendula",Recovered
42611,1,Chihuahua,11,Eye infections,Fungal susceptibility,Antihistamines,Grain-free,Outdoor,Cold,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Chamomile, Omega-3, Lavender oil, Aloe vera gel",Recovered
42612,11,German Shepherd,16,None,Fungal susceptibility,Insulin,Grain-free,Active,Wet,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Severe,Amoxicillin,"Aloe vera gel, Coconut oil, Calendula, Sulphur",Recovered
42613,9,Poodle,30,Allergy to Penicillin,None,None,Low-sodium,Indoor,Humid,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Probiotics, Coconut oil, Calendula, Aloe vera gel",Recovered
42614,8,Cocker Spaniel,35,Allergy to Penicillin,None,None,Low-sodium,Indoor,Temperate,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Sulphur, Coconut oil, Probiotics",Recovered
42615,8,Cocker Spaniel,20,Skin allergies,Fungal susceptibility,Insulin,Grain-free,Outdoor,Wet,Not Up-to-date,Neutered,Single-pet,Staph Infection,Initial,Amoxicillin,"Probiotics, Calendula, Sulphur",Recovered
42616,14,Bulldog,20,None,Fungal susceptibility,Heartworm Preventative,Low-sodium,Active,Dry,Up-to-date,Neutered,Multi-pet,Fungal Infections,Severe,Ketoconazole,"Coconut oil, Calendula, Probiotics, Turmeric",Improved
42617,9,Golden Retriever,40,Allergy to Penicillin,Dermatitis,Antihistamines,Hypoallergenic,Outdoor,Wet,Not Up-to-date,Neutered,Single-pet,Staph Infection,Initial,Amoxicillin,"Sulphur, Probiotics, Aloe vera gel",Recovered
42618,7,Labrador,31,Allergy to Penicillin,Dermatitis,None,Low-sodium,Outdoor,Humid,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Lavender oil, Omega-3, Probiotics",Recovered
42619,2,Golden Retriever,19,Allergy to Penicillin,Dermatitis,Antihistamines,Grain-free,Active,Temperate,Not Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Lavender oil, Omega-3, Aloe vera gel, Probiotics",Improved
42620,2,Golden Retriever,25,Skin allergies,Fungal susceptibility,Insulin,High-protein,Indoor,Cold,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,Ketoconazole,"Probiotics, Turmeric, Calendula",Recovered
42621,3,Cocker Spaniel,6,Eye infections,None,Beta-blockers,Hypoallergenic,Outdoor,Cold,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Chamomile, Aloe vera gel, Lavender oil, Omega-3",Stable
42622,15,Poodle,8,Eye infections,Fungal susceptibility,None,Hypoallergenic,Outdoor,Cold,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Severe,Cephalexin,"Coconut oil, Probiotics, Sulphur, Aloe vera gel",Recovered
42623,15,Poodle,11,Allergy to Penicillin,Dermatitis,None,High-protein,Outdoor,Cold,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Aloe vera gel, Calendula, Coconut oil",Stable
42624,13,Labrador,12,Skin allergies,Dermatitis,Antihistamines,High-protein,Active,Wet,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Initial,Amoxicillin,"Coconut oil, Aloe vera gel, Probiotics",Improved
42625,2,Chihuahua,12,Skin allergies,Dermatitis,Beta-blockers,High-protein,Indoor,Dry,Not Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,Itraconazole,"Probiotics, Turmeric, Coconut oil, Calendula",Recovered
42626,7,German Shepherd,29,Allergy to Penicillin,None,Insulin,High-protein,Indoor,Temperate,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Probiotics, Calendula, Turmeric, Coconut oil",Improved
42627,13,Poodle,13,Skin allergies,None,Heartworm Preventative,High-protein,Active,Dry,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Calendula, Probiotics, Aloe vera gel",Stable
42628,4,Beagle,24,Allergy to Penicillin,Dermatitis,None,Hypoallergenic,Active,Temperate,Up-to-date,Not Neutered,Single-pet,Staph Infection,Severe,Cephalexin,"Sulphur, Calendula, Coconut oil, Aloe vera gel",Recovered
42629,5,Cocker Spaniel,30,Allergy to Penicillin,Fungal susceptibility,Heartworm Preventative,Balanced,Active,Dry,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,Cephalexin,"Aloe vera gel, Turmeric, Coconut oil, Calendula",Improved
42630,11,Chihuahua,13,Eye infections,None,Insulin,Low-sodium,Outdoor,Humid,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Probiotics, Aloe vera gel, Calendula",Stable
42631,10,Dachshund,37,Allergy to Penicillin,Dermatitis,Beta-blockers,Low-sodium,Indoor,Temperate,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Aloe vera gel, Turmeric, Coconut oil, Calendula",Stable
42632,10,Labrador,22,Skin allergies,Fungal susceptibility,Insulin,Low-sodium,Outdoor,Wet,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,Itraconazole,"Probiotics, Coconut oil, Turmeric",Stable
42633,1,Bulldog,17,Eye infections,Dermatitis,Heartworm Preventative,Balanced,Active,Wet,Not Up-to-date,Neutered,Single-pet,Staph Infection,Severe,Cephalexin,"Aloe vera gel, Coconut oil, Sulphur, Probiotics",Stable
42634,14,Dachshund,20,Eye infections,Fungal susceptibility,None,Hypoallergenic,Indoor,Humid,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Coconut oil, Aloe vera gel, Probiotics",Stable
42635,5,Bulldog,17,Allergy to Penicillin,Fungal susceptibility,Antihistamines,High-protein,Indoor,Wet,Up-to-date,Neutered,Single-pet,Staph Infection,Initial,Cephalexin,"Probiotics, Coconut oil, Sulphur",Improved
42636,5,Labrador,36,Skin allergies,Fungal susceptibility,Antihistamines,Hypoallergenic,Indoor,Dry,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Chamomile, Lavender oil, Aloe vera gel",Improved
42637,11,Labrador,17,Allergy to Penicillin,None,Heartworm Preventative,High-protein,Indoor,Humid,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Initial,Cephalexin,"Calendula, Aloe vera gel, Coconut oil",Recovered
42638,13,Beagle,14,Allergy to Penicillin,Dermatitis,Heartworm Preventative,High-protein,Outdoor,Cold,Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,Fluconazole,"Calendula, Tea tree oil, Turmeric",Improved
42639,12,Dachshund,22,Skin allergies,Dermatitis,Beta-blockers,High-protein,Active,Wet,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Severe,Ketoconazole,"Turmeric, Tea tree oil, Calendula, Probiotics",Stable
42640,12,Cocker Spaniel,9,Skin allergies,Fungal susceptibility,Insulin,Hypoallergenic,Indoor,Humid,Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Aloe vera gel, Probiotics, Chamomile, Lavender oil",Improved
42641,1,Beagle,16,Skin allergies,Dermatitis,Insulin,Low-sodium,Outdoor,Wet,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Calendula, Coconut oil, Aloe vera gel",Improved
42642,6,Dachshund,25,None,Dermatitis,Antihistamines,Hypoallergenic,Active,Wet,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Aloe vera gel, Chamomile, Omega-3",Recovered
42643,8,Bulldog,28,Eye infections,Dermatitis,Heartworm Preventative,Grain-free,Outdoor,Cold,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Chamomile, Aloe vera gel, Lavender oil, Probiotics",Improved
42644,11,Poodle,39,Allergy to Penicillin,None,Insulin,Grain-free,Active,Wet,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Chamomile, Probiotics, Lavender oil, Aloe vera gel",Stable
42645,15,Chihuahua,27,Allergy to Penicillin,Dermatitis,Insulin,Balanced,Outdoor,Temperate,Not Up-to-date,Neutered,Single-pet,Staph Infection,Initial,Amoxicillin,"Probiotics, Coconut oil, Sulphur",Stable
42646,9,Beagle,19,Skin allergies,Fungal susceptibility,None,Low-sodium,Indoor,Humid,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Initial,Cephalexin,"Turmeric, Probiotics, Coconut oil",Recovered
42647,4,Beagle,24,Skin allergies,Dermatitis,Antihistamines,Balanced,Active,Humid,Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Initial,Cephalexin,"Probiotics, Aloe vera gel, Turmeric",Recovered
42648,13,German Shepherd,6,Skin allergies,None,Heartworm Preventative,High-protein,Indoor,Dry,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Chamomile, Omega-3, Aloe vera gel",Improved
42649,6,German Shepherd,39,None,Dermatitis,Heartworm Preventative,Low-sodium,Active,Dry,Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,Cephalexin,"Calendula, Coconut oil, Probiotics, Aloe vera gel",Recovered
42650,1,Beagle,30,Skin allergies,Dermatitis,Insulin,Low-sodium,Outdoor,Cold,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Aloe vera gel, Turmeric, Calendula",Stable
42651,10,Cocker Spaniel,17,None,None,Heartworm Preventative,Low-sodium,Outdoor,Humid,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Omega-3, Chamomile, Probiotics",Improved
42652,12,Cocker Spaniel,34,Allergy to Penicillin,Fungal susceptibility,Beta-blockers,Low-sodium,Outdoor,Cold,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Omega-3, Chamomile, Aloe vera gel",Improved
42653,12,Beagle,11,None,None,Antihistamines,Balanced,Indoor,Temperate,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Chamomile, Omega-3, Lavender oil, Aloe vera gel",Stable
42654,1,Poodle,16,Allergy to Penicillin,Fungal susceptibility,Heartworm Preventative,Hypoallergenic,Active,Temperate,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Calendula, Probiotics, Coconut oil, Aloe vera gel",Recovered
42655,11,Bulldog,13,Eye infections,None,Heartworm Preventative,Low-sodium,Active,Humid,Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Probiotics, Coconut oil, Calendula, Turmeric",Stable
42656,5,German Shepherd,31,Eye infections,Dermatitis,Antihistamines,Hypoallergenic,Outdoor,Dry,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,Itraconazole,"Calendula, Tea tree oil, Coconut oil, Turmeric",Stable
42657,12,Chihuahua,11,Skin allergies,Dermatitis,Beta-blockers,Low-sodium,Indoor,Wet,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Probiotics, Omega-3, Aloe vera gel, Chamomile",Recovered
42658,1,German Shepherd,11,Allergy to Penicillin,Dermatitis,Beta-blockers,Grain-free,Active,Humid,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Lavender oil, Probiotics, Omega-3",Improved
42659,14,Labrador,6,None,Fungal susceptibility,None,Hypoallergenic,Outdoor,Dry,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,Cephalexin,"Turmeric, Probiotics, Aloe vera gel, Calendula",Stable
42660,2,German Shepherd,11,Eye infections,None,Heartworm Preventative,Grain-free,Outdoor,Wet,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Coconut oil, Sulphur, Calendula",Improved
42661,13,Labrador,22,Allergy to Penicillin,None,Heartworm Preventative,Hypoallergenic,Outdoor,Cold,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Calendula, Coconut oil, Aloe vera gel",Recovered
42662,7,German Shepherd,8,Allergy to Penicillin,Fungal susceptibility,Insulin,Hypoallergenic,Outdoor,Temperate,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Calendula, Turmeric, Coconut oil",Recovered
42663,6,Cocker Spaniel,15,Skin allergies,Dermatitis,Antihistamines,Grain-free,Active,Cold,Up-to-date,Neutered,Single-pet,Fungal Infections,Severe,Itraconazole,"Coconut oil, Calendula, Turmeric, Tea tree oil",Recovered
42664,3,Chihuahua,10,None,None,None,Low-sodium,Outdoor,Wet,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Lavender oil, Probiotics, Omega-3",Recovered
42665,11,German Shepherd,13,Eye infections,Fungal susceptibility,Beta-blockers,Low-sodium,Active,Cold,Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Calendula, Turmeric, Coconut oil",Improved
42666,14,German Shepherd,31,None,Fungal susceptibility,None,Grain-free,Indoor,Cold,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Calendula, Probiotics, Turmeric, Coconut oil",Recovered
42667,1,Dachshund,18,Eye infections,None,Beta-blockers,Low-sodium,Indoor,Dry,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,Cephalexin,"Calendula, Aloe vera gel, Probiotics, Coconut oil",Improved
42668,4,Labrador,6,Eye infections,None,Antihistamines,High-protein,Outdoor,Dry,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Severe,Itraconazole,"Coconut oil, Probiotics, Tea tree oil, Turmeric",Stable
42669,8,Dachshund,12,Allergy to Penicillin,None,Heartworm Preventative,Low-sodium,Indoor,Dry,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Coconut oil, Probiotics, Calendula, Aloe vera gel",Stable
42670,11,Beagle,33,None,Dermatitis,Insulin,Low-sodium,Indoor,Wet,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,Itraconazole,"Turmeric, Coconut oil, Probiotics",Improved
42671,1,Chihuahua,21,Skin allergies,None,Insulin,Hypoallergenic,Indoor,Dry,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Initial,Cephalexin,"Turmeric, Calendula, Coconut oil",Improved
42672,3,Golden Retriever,20,Skin allergies,Fungal susceptibility,Antihistamines,Hypoallergenic,Indoor,Dry,Not Up-to-date,Neutered,Single-pet,Staph Infection,Severe,Amoxicillin,"Coconut oil, Aloe vera gel, Sulphur, Probiotics",Stable
42673,10,Beagle,28,Skin allergies,Fungal susceptibility,Beta-blockers,Low-sodium,Indoor,Cold,Not Up-to-date,Neutered,Single-pet,Staph Infection,Initial,Cephalexin,"Calendula, Aloe vera gel, Coconut oil",Recovered
42674,4,Poodle,23,Eye infections,Fungal susceptibility,Heartworm Preventative,Balanced,Outdoor,Dry,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Severe,Fluconazole,"Turmeric, Calendula, Probiotics, Coconut oil",Recovered
42675,3,Beagle,21,None,Fungal susceptibility,Beta-blockers,Balanced,Active,Dry,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Coconut oil, Aloe vera gel, Turmeric, Probiotics",Stable
42676,8,Cocker Spaniel,8,Allergy to Penicillin,Fungal susceptibility,Insulin,Balanced,Indoor,Temperate,Up-to-date,Neutered,Single-pet,Fungal Infections,Severe,Itraconazole,"Coconut oil, Turmeric, Calendula, Tea tree oil",Improved
42677,11,Cocker Spaniel,27,Eye infections,Dermatitis,Beta-blockers,Grain-free,Indoor,Dry,Not Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Probiotics, Chamomile, Omega-3, Aloe vera gel",Improved
42678,15,Bulldog,30,Skin allergies,None,Insulin,Balanced,Indoor,Dry,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Chamomile, Lavender oil, Aloe vera gel",Recovered
42679,8,Dachshund,8,Skin allergies,Dermatitis,Beta-blockers,Balanced,Active,Wet,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Aloe vera gel, Sulphur, Calendula",Stable
42680,6,Beagle,16,None,Dermatitis,Heartworm Preventative,Balanced,Active,Humid,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,Ketoconazole,"Probiotics, Tea tree oil, Turmeric",Stable
42681,11,Labrador,21,Skin allergies,Fungal susceptibility,Beta-blockers,Grain-free,Active,Cold,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Lavender oil, Omega-3, Aloe vera gel, Chamomile",Stable
42682,14,Golden Retriever,12,Eye infections,Dermatitis,Beta-blockers,High-protein,Outdoor,Dry,Up-to-date,Neutered,Multi-pet,Fungal Infections,Initial,Fluconazole,"Calendula, Tea tree oil, Coconut oil",Recovered
42683,12,Labrador,40,Skin allergies,Fungal susceptibility,Antihistamines,Balanced,Active,Dry,Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Coconut oil, Calendula, Aloe vera gel, Probiotics",Recovered
42684,11,German Shepherd,15,None,None,Heartworm Preventative,High-protein,Outdoor,Wet,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,Cephalexin,"Probiotics, Aloe vera gel, Calendula, Coconut oil",Improved
42685,10,Poodle,21,Eye infections,Fungal susceptibility,Heartworm Preventative,High-protein,Outdoor,Dry,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,Itraconazole,"Turmeric, Coconut oil, Probiotics",Improved
