Case ID,Breed,Age,Weight,Medical History,Genetic Predispositions,Current Medications,Diet,Lifestyle,Environment,Vaccination Status,Neutering Status,Living Conditions,Disease,Stage,Severity Score,Symptom Count,Previous Treatment,Previous Treatment Response,Treatments Tried Count,Drug Allergies,Drug Interaction Risk,Cost Category,Availability Status,Conventional Treatment,Natural Remedies,Outcome
44828,Golden Retriever,1.4,12.4,,Fungal susceptibility,,Grain-free,Indoor,Tropical,Not Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,72,1,,,0,,Low,Moderate,In Stock,Ketoconazole,"Probiotics, Omega-3, Coconut oil, Tea tree oil, Calendula",Recovered
44829,Labrador,11.1,14.7,,Dermatitis,Insulin,High-protein,Active,Dry,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Moderate,84,6,Ketoconazole,Failure,2,Cephalexin,High,Moderate,Out of Stock,Itraconazole,"Probiotics, Omega-3, Coconut oil, Tea tree oil, Calendula",Recovered
44830,Siberian Husky,3.5,23.2,Skin allergies,,,Balanced,Indoor,Cold,Not Up-to-date,Neutered,Single-pet,Staph Infection,Severe,85,6,,,0,"Penicillin, Cephalexin",Low,Moderate,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
44831,Siberian Husky,11.0,12.1,Allergy to Penicillin,Fungal susceptibility,Antihistamines,High-protein,Indoor,Dry,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Moderate,55,6,Ketoconazole,Failure,3,Ketoconazole,High,Affordable,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
44832,Chihuahua,6.7,26.9,,Fungal susceptibility,Insulin,Balanced,Indoor,Cold,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Mild,91,2,Ketoconazole,Partial,2,Cephalexin,High,Affordable,Out of Stock,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
44833,Rottweiler,3.0,24.9,Skin allergies,Dermatitis,Beta-blockers,Grain-free,Active,Dry,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,91,4,,,0,Penicillin,Medium,Moderate,In Stock,Fluconazole,"Probiotics, Omega-3, Coconut oil, Tea tree oil, Calendula",Improved
44834,Chihuahua,13.1,37.8,,,Heartworm Preventative,Balanced,Active,Cold,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,88,10,Fluconazole,Partial,2,,Medium,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
44835,Beagle,7.8,8.0,Skin allergies,,,Low-sodium,Indoor,Humid,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,92,5,Cephalexin,Partial,2,,Low,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
44836,Shih Tzu,0.8,5.2,Allergy to Penicillin,Dermatitis,Antihistamines,Hypoallergenic,Outdoor,Dry,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,25,8,Itraconazole,Failure,3,,Medium,Expensive,Limited,Fluconazole,"Coconut oil, Tea tree oil, Calendula",Improved
44837,Golden Retriever,11.4,35.8,Skin allergies,,,Low-sodium,Active,Wet,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,84,8,Itraconazole,Partial,3,,Low,Expensive,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
44838,Golden Retriever,11.3,16.7,Skin allergies,Dermatitis,Insulin,High-protein,Outdoor,Wet,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Severe,54,8,Ketoconazole,Failure,3,"Penicillin, Cephalexin",High,Expensive,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
44839,Beagle,1.8,36.3,,Dermatitis,Heartworm Preventative,Hypoallergenic,Indoor,Dry,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,85,1,Ketoconazole,Success,1,,Medium,Moderate,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
44840,Shih Tzu,13.9,23.7,Eye infections,Dermatitis,Insulin,Hypoallergenic,Active,Tropical,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,52,4,Cephalexin,Failure,1,,High,Moderate,Out of Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44841,German Shepherd,11.6,36.9,,Dermatitis,Insulin,Grain-free,Indoor,Temperate,Not Up-to-date,Neutered,Single-pet,Staph Infection,Initial,57,7,,,0,Ketoconazole,Medium,Expensive,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
44842,Cocker Spaniel,12.9,3.4,Skin allergies,Fungal susceptibility,,Low-sodium,Active,Humid,Not Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,73,4,Ketoconazole,Partial,2,,Medium,Moderate,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
44843,Labrador,14.4,43.5,Skin allergies,Dermatitis,Antihistamines,Grain-free,Indoor,Humid,Up-to-date,Neutered,Multi-pet,Fungal Infections,Severe,66,2,,,0,,High,Affordable,Backorder,Ketoconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Recovered
44844,Beagle,13.2,49.8,Skin allergies,Dermatitis,,Balanced,Active,Tropical,Up-to-date,Not Neutered,Single-pet,Staph Infection,Mild,90,10,,,0,,High,Moderate,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
44845,Siberian Husky,9.8,5.9,,,Beta-blockers,Hypoallergenic,Active,Cold,Not Up-to-date,Not Neutered,Single-pet,Fungal Infections,Moderate,61,2,Amoxicillin,Partial,2,,Medium,Expensive,In Stock,Itraconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Stable
44846,German Shepherd,12.4,8.5,Eye infections,Dermatitis,Beta-blockers,Grain-free,Indoor,Temperate,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Moderate,22,10,Amoxicillin,Adverse Reaction,1,,High,Expensive,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
44847,Dachshund,11.2,22.4,Eye infections,Fungal susceptibility,,Balanced,Active,Wet,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Moderate,94,3,,,0,,Low,Moderate,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
44848,German Shepherd,0.6,22.9,,Fungal susceptibility,,High-protein,Indoor,Dry,Up-to-date,Neutered,Single-pet,Fungal Infections,Moderate,12,5,Cephalexin,Adverse Reaction,1,"Penicillin, Ketoconazole",High,Moderate,Out of Stock,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Improved
44849,Chihuahua,12.1,6.2,Eye infections,,Antihistamines,Grain-free,Active,Dry,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,99,1,Fluconazole,Partial,1,,Low,Affordable,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
44850,Poodle,0.5,23.7,Eye infections,Dermatitis,Beta-blockers,Grain-free,Indoor,Dry,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Mild,71,10,Ketoconazole,Adverse Reaction,2,,Medium,Expensive,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
44851,Shih Tzu,0.5,46.9,Eye infections,Fungal susceptibility,Insulin,Grain-free,Indoor,Tropical,Up-to-date,Not Neutered,Single-pet,Staph Infection,Moderate,17,3,Cephalexin,Adverse Reaction,3,,Medium,Affordable,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
44852,Rottweiler,12.5,32.2,Allergy to Penicillin,,Heartworm Preventative,High-protein,Indoor,Tropical,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Mild,49,5,Ketoconazole,Failure,2,,Medium,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44853,Shih Tzu,0.8,29.4,Eye infections,Dermatitis,Beta-blockers,Balanced,Active,Dry,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,37,1,,,0,,Medium,Moderate,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44854,Poodle,10.2,30.2,Allergy to Penicillin,Fungal susceptibility,Antihistamines,Hypoallergenic,Indoor,Temperate,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Mild,34,4,Cephalexin,Failure,2,,Medium,Affordable,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44855,Beagle,14.2,41.9,Eye infections,,Heartworm Preventative,High-protein,Active,Humid,Up-to-date,Neutered,Single-pet,Staph Infection,Initial,62,3,Itraconazole,Adverse Reaction,3,,Low,Moderate,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44856,Rottweiler,5.8,35.4,Skin allergies,,Beta-blockers,Hypoallergenic,Active,Tropical,Up-to-date,Neutered,Multi-pet,Staph Infection,Mild,98,6,,,0,"Penicillin, Ketoconazole",High,Affordable,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
44857,Chihuahua,7.2,46.6,,Dermatitis,Beta-blockers,Hypoallergenic,Indoor,Dry,Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Moderate,74,9,Fluconazole,Success,1,,Low,Expensive,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
44858,Beagle,9.5,29.9,Skin allergies,Fungal susceptibility,Beta-blockers,Low-sodium,Indoor,Dry,Not Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Mild,22,7,Cephalexin,Adverse Reaction,3,,Low,Expensive,Out of Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
44859,Beagle,7.8,20.1,Skin allergies,Fungal susceptibility,Beta-blockers,Balanced,Indoor,Tropical,Up-to-date,Neutered,Single-pet,Staph Infection,Mild,100,7,Itraconazole,Failure,2,,Medium,Expensive,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
44860,Yorkshire Terrier,2.6,15.1,,Fungal susceptibility,Insulin,High-protein,Indoor,Dry,Up-to-date,Neutered,Multi-pet,Staph Infection,Mild,70,5,,,0,,Low,Moderate,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
44861,Shih Tzu,5.3,9.4,Eye infections,,Beta-blockers,Hypoallergenic,Active,Wet,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Mild,26,5,,,0,,Medium,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44862,German Shepherd,12.3,2.1,,Fungal susceptibility,Insulin,Balanced,Outdoor,Cold,Up-to-date,Neutered,Multi-pet,Fungal Infections,Moderate,20,5,,,0,,High,Affordable,Backorder,Fluconazole,"Coconut oil, Tea tree oil, Calendula",Improved
44863,German Shepherd,13.8,8.2,Allergy to Penicillin,Dermatitis,Beta-blockers,Balanced,Active,Wet,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Moderate,18,9,Itraconazole,Failure,3,,High,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44864,Yorkshire Terrier,1.2,49.8,Skin allergies,Fungal susceptibility,,Hypoallergenic,Active,Tropical,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Mild,40,1,,,0,,Low,Affordable,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
44865,Beagle,15.0,11.2,,,Beta-blockers,Balanced,Indoor,Tropical,Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,34,10,,,0,,Medium,Affordable,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
44866,Cocker Spaniel,2.4,11.5,Eye infections,,Antihistamines,Low-sodium,Indoor,Dry,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Severe,30,2,Itraconazole,Adverse Reaction,3,,Medium,Moderate,Backorder,Fluconazole,"Coconut oil, Tea tree oil, Calendula",Recovered
44867,Chihuahua,7.9,17.4,,,Beta-blockers,Grain-free,Outdoor,Temperate,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Moderate,96,10,Ketoconazole,Success,3,,Low,Expensive,In Stock,Itraconazole,"Probiotics, Omega-3, Coconut oil, Tea tree oil, Calendula",Stable
44868,Border Collie,5.4,40.9,Skin allergies,,,Low-sodium,Indoor,Humid,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,10,3,Ketoconazole,Partial,3,,Low,Moderate,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
44869,Beagle,13.4,48.6,Eye infections,,Antihistamines,Balanced,Outdoor,Tropical,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Mild,42,5,Cephalexin,Failure,1,,Low,Affordable,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
44870,German Shepherd,8.0,13.8,Eye infections,,Heartworm Preventative,Low-sodium,Indoor,Temperate,Up-to-date,Neutered,Multi-pet,Fungal Infections,Moderate,69,3,,,0,,High,Moderate,Limited,Itraconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Recovered
44871,Poodle,8.5,43.8,Allergy to Penicillin,Dermatitis,Insulin,Low-sodium,Indoor,Humid,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Mild,57,8,,,0,Cephalexin,Medium,Expensive,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44872,Bulldog,0.9,45.7,Skin allergies,,Heartworm Preventative,Balanced,Outdoor,Temperate,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Severe,33,1,,,0,,Low,Expensive,In Stock,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Stable
44873,Chihuahua,3.8,16.9,Allergy to Penicillin,Fungal susceptibility,Beta-blockers,Grain-free,Active,Dry,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Mild,96,6,Fluconazole,Failure,1,,Medium,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
44874,Bulldog,5.8,45.9,,,Beta-blockers,Low-sodium,Outdoor,Dry,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,78,1,Fluconazole,Partial,2,,Low,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
44875,Dachshund,3.1,12.7,Eye infections,Dermatitis,,High-protein,Outdoor,Tropical,Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Moderate,96,4,Cephalexin,Success,2,,High,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
44876,Golden Retriever,11.1,46.9,,Fungal susceptibility,Insulin,Grain-free,Outdoor,Humid,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,27,5,,,0,,Medium,Expensive,Backorder,Fluconazole,"Coconut oil, Tea tree oil, Calendula",Recovered
44877,Labrador,2.0,27.1,,Dermatitis,Beta-blockers,Balanced,Indoor,Tropical,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,15,8,Fluconazole,Success,2,"Penicillin, Cephalexin",High,Affordable,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44878,Rottweiler,13.8,44.5,Eye infections,Fungal susceptibility,Beta-blockers,Low-sodium,Outdoor,Dry,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,50,8,Itraconazole,Failure,3,,High,Moderate,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44879,Border Collie,14.3,45.3,Eye infections,,Heartworm Preventative,Low-sodium,Outdoor,Humid,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Initial,10,7,,,0,"Penicillin, Ketoconazole",Low,Expensive,Backorder,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Improved
44880,Boxer,5.1,12.0,,,,Balanced,Active,Tropical,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,42,1,,,0,,High,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44881,Dachshund,13.6,36.2,Skin allergies,,Insulin,Hypoallergenic,Outdoor,Wet,Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,21,2,Ketoconazole,Failure,1,,Medium,Expensive,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44882,Boxer,6.0,36.2,Skin allergies,,Beta-blockers,Grain-free,Active,Cold,Not Up-to-date,Not Neutered,Single-pet,Fungal Infections,Moderate,77,2,,,0,,Medium,Moderate,Backorder,Fluconazole,"Probiotics, Omega-3, Coconut oil, Tea tree oil, Calendula",Improved
44883,Cocker Spaniel,5.0,29.9,,Fungal susceptibility,Antihistamines,Balanced,Outdoor,Temperate,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Mild,97,4,Cephalexin,Failure,3,,High,Affordable,Backorder,Itraconazole,"Probiotics, Omega-3, Coconut oil, Tea tree oil, Calendula",Improved
44884,Labrador,3.9,29.0,Eye infections,Dermatitis,Antihistamines,Hypoallergenic,Active,Cold,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,39,6,,,0,,High,Affordable,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
44885,Chihuahua,13.9,39.0,Eye infections,Dermatitis,Antihistamines,Grain-free,Outdoor,Temperate,Up-to-date,Neutered,Single-pet,Staph Infection,Moderate,37,6,Itraconazole,Partial,3,,Medium,Moderate,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
44886,Beagle,10.0,13.8,Allergy to Penicillin,Fungal susceptibility,Heartworm Preventative,Hypoallergenic,Outdoor,Temperate,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Mild,86,2,,,0,,Low,Moderate,In Stock,Itraconazole,"Probiotics, Omega-3, Coconut oil, Tea tree oil, Calendula",Stable
44887,Dachshund,1.4,36.1,Allergy to Penicillin,,Heartworm Preventative,Grain-free,Active,Cold,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Mild,59,1,Cephalexin,Partial,3,,Low,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44888,Yorkshire Terrier,8.9,12.2,Eye infections,Dermatitis,Beta-blockers,Hypoallergenic,Outdoor,Cold,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Severe,14,8,Ketoconazole,Partial,3,,Low,Moderate,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44889,German Shepherd,14.1,28.5,Eye infections,Dermatitis,,Grain-free,Indoor,Tropical,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,33,8,,,0,,High,Affordable,Out of Stock,Ketoconazole,"Coconut oil, Tea tree oil, Calendula",Improved
44890,Rottweiler,8.8,16.3,Skin allergies,Fungal susceptibility,Antihistamines,Low-sodium,Active,Cold,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Mild,41,5,,,0,"Penicillin, Ketoconazole",Medium,Moderate,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44891,Border Collie,13.3,44.8,Skin allergies,Dermatitis,,Hypoallergenic,Indoor,Wet,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,87,7,Ketoconazole,Adverse Reaction,1,"Penicillin, Cephalexin",Medium,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
44892,Cocker Spaniel,10.9,6.8,Eye infections,Dermatitis,Insulin,Grain-free,Outdoor,Humid,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Moderate,69,1,Cephalexin,Partial,1,Penicillin,Low,Moderate,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44893,Labrador,1.7,24.5,Allergy to Penicillin,Fungal susceptibility,,High-protein,Active,Dry,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,46,9,Ketoconazole,Success,1,,Low,Moderate,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
44894,Shih Tzu,2.6,17.9,Eye infections,Fungal susceptibility,Heartworm Preventative,Balanced,Outdoor,Cold,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,27,10,Ketoconazole,Partial,1,,Low,Expensive,Backorder,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Recovered
44895,Shih Tzu,3.0,16.9,Eye infections,Dermatitis,Beta-blockers,High-protein,Indoor,Tropical,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,34,8,Cephalexin,Adverse Reaction,2,"Penicillin, Cephalexin",Medium,Moderate,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
44896,Chihuahua,14.2,38.2,,,Insulin,Hypoallergenic,Active,Wet,Not Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,41,1,,,0,,Medium,Affordable,Out of Stock,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Stable
44897,Cocker Spaniel,2.5,34.1,Allergy to Penicillin,Fungal susceptibility,Antihistamines,Grain-free,Active,Dry,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,43,9,Ketoconazole,Adverse Reaction,3,,Low,Affordable,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44898,Golden Retriever,0.9,49.2,Skin allergies,Fungal susceptibility,Antihistamines,High-protein,Outdoor,Temperate,Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Moderate,90,8,Itraconazole,Success,3,Penicillin,High,Moderate,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
44899,Yorkshire Terrier,8.2,26.3,Eye infections,Fungal susceptibility,Heartworm Preventative,Hypoallergenic,Indoor,Humid,Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Moderate,68,2,Fluconazole,Success,2,,Low,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
44900,Boxer,4.0,24.0,,,Insulin,High-protein,Active,Wet,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Moderate,94,7,Ketoconazole,Partial,1,,High,Affordable,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
44901,Labrador,8.1,33.6,,,Insulin,Hypoallergenic,Active,Humid,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Mild,60,3,,,0,,Low,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
44902,Boxer,1.2,18.4,Skin allergies,Dermatitis,,Grain-free,Active,Tropical,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Moderate,20,8,Fluconazole,Adverse Reaction,3,,High,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44903,Bulldog,6.1,9.2,Eye infections,Fungal susceptibility,,High-protein,Indoor,Dry,Up-to-date,Neutered,Multi-pet,Fungal Infections,Mild,34,5,,,0,,High,Moderate,Backorder,Fluconazole,"Coconut oil, Tea tree oil, Calendula",Stable
44904,German Shepherd,4.0,13.4,,,Beta-blockers,Low-sodium,Outdoor,Temperate,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Mild,33,9,,,0,,Medium,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44905,Golden Retriever,12.3,35.0,Eye infections,,Insulin,Grain-free,Active,Temperate,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Severe,17,5,,,0,,Low,Moderate,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44906,Labrador,13.9,16.9,Eye infections,Fungal susceptibility,,Balanced,Indoor,Dry,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Moderate,20,4,Itraconazole,Partial,1,,High,Moderate,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44907,Shih Tzu,13.3,43.5,Eye infections,Fungal susceptibility,Antihistamines,Hypoallergenic,Active,Temperate,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,84,10,Itraconazole,Success,1,"Penicillin, Ketoconazole",Medium,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
44908,Rottweiler,7.0,32.2,Eye infections,Fungal susceptibility,Heartworm Preventative,Low-sodium,Active,Temperate,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Moderate,37,4,Fluconazole,Failure,1,"Penicillin, Cephalexin",High,Affordable,In Stock,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Recovered
44909,Border Collie,9.2,16.8,,Dermatitis,Heartworm Preventative,Grain-free,Indoor,Cold,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,37,4,,,0,,Low,Moderate,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44910,Labrador,4.3,10.1,,,Antihistamines,Balanced,Indoor,Dry,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,18,9,Fluconazole,Success,2,,High,Expensive,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
44911,Siberian Husky,12.6,27.6,,,Beta-blockers,Grain-free,Active,Dry,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,72,6,Amoxicillin,Partial,1,,Medium,Affordable,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
44912,Cocker Spaniel,5.4,26.5,Allergy to Penicillin,Fungal susceptibility,Antihistamines,Hypoallergenic,Indoor,Temperate,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Mild,61,8,,,0,,Medium,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44913,Labrador,1.7,7.1,Skin allergies,Fungal susceptibility,Beta-blockers,Hypoallergenic,Indoor,Cold,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,27,7,,,0,Penicillin,Low,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44914,Chihuahua,11.5,45.3,Allergy to Penicillin,Dermatitis,,Low-sodium,Indoor,Temperate,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Mild,79,5,Itraconazole,Partial,3,Penicillin,Medium,Affordable,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
44915,Poodle,5.1,21.6,Eye infections,Dermatitis,,Grain-free,Active,Temperate,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,67,7,,,0,Penicillin,High,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44916,Golden Retriever,5.9,25.0,Skin allergies,,Heartworm Preventative,High-protein,Indoor,Wet,Not Up-to-date,Neutered,Single-pet,Staph Infection,Mild,90,9,,,0,,Low,Expensive,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
